"scientificname","group","basetree","Species_Name","tiplabel","gen","fam","ord","clade","higher","MSW3_sciName_matched","genes","extinct.","samp","PC"
"Barbastella beijingensis","Mammals","mammaltree","Barbastella_beijingensis","Barbastella_beijingensis_VESPERTILIONIDAE_CHIROPTERA","Barbastella","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,2,0,"sampled","PC17_VespertilionidRelated"
"Barbastella leucomelas","Mammals","mammaltree","Barbastella_leucomelas","Barbastella_leucomelas_VESPERTILIONIDAE_CHIROPTERA","Barbastella","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Barbastella_leucomelas",3,0,"sampled","PC17_VespertilionidRelated"
"Bauerus dubiaquercus","Mammals","mammaltree","Bauerus_dubiaquercus","Bauerus_dubiaquercus_VESPERTILIONIDAE_CHIROPTERA","Bauerus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Bauerus_dubiaquercus",3,0,"sampled","PC17_VespertilionidRelated"
"Brachyphylla cavernarum","Mammals","mammaltree","Brachyphylla_cavernarum","Brachyphylla_cavernarum_PHYLLOSTOMIDAE_CHIROPTERA","Brachyphylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Brachyphylla_cavernarum",9,0,"sampled","PC16_PhyllostomidRelated"
"Brachyphylla nana","Mammals","mammaltree","Brachyphylla_nana","Brachyphylla_nana_PHYLLOSTOMIDAE_CHIROPTERA","Brachyphylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Brachyphylla_nana",6,0,"sampled","PC16_PhyllostomidRelated"
"Cardioderma cor","Mammals","mammaltree","Cardioderma_cor","Cardioderma_cor_MEGADERMATIDAE_CHIROPTERA","Cardioderma","MEGADERMATIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Cardioderma_cor",1,0,"sampled","PC19_Yinpterochiroptera"
"Carollia benkeithi","Mammals","mammaltree","Carollia_benkeithi","Carollia_benkeithi_PHYLLOSTOMIDAE_CHIROPTERA","Carollia","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC16_PhyllostomidRelated"
"Carollia brevicauda","Mammals","mammaltree","Carollia_brevicauda","Carollia_brevicauda_PHYLLOSTOMIDAE_CHIROPTERA","Carollia","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Carollia_brevicauda",9,0,"sampled","PC16_PhyllostomidRelated"
"Carollia castanea","Mammals","mammaltree","Carollia_castanea","Carollia_castanea_PHYLLOSTOMIDAE_CHIROPTERA","Carollia","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Carollia_castanea",8,0,"sampled","PC16_PhyllostomidRelated"
"Carollia manu","Mammals","mammaltree","Carollia_manu","Carollia_manu_PHYLLOSTOMIDAE_CHIROPTERA","Carollia","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,4,0,"sampled","PC16_PhyllostomidRelated"
"Carollia perspicillata","Mammals","mammaltree","Carollia_perspicillata","Carollia_perspicillata_PHYLLOSTOMIDAE_CHIROPTERA","Carollia","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Carollia_perspicillata",11,0,"sampled","PC16_PhyllostomidRelated"
"Carollia sowelli","Mammals","mammaltree","Carollia_sowelli","Carollia_sowelli_PHYLLOSTOMIDAE_CHIROPTERA","Carollia","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Carollia_sowelli",3,0,"sampled","PC16_PhyllostomidRelated"
"Carollia subrufa","Mammals","mammaltree","Carollia_subrufa","Carollia_subrufa_PHYLLOSTOMIDAE_CHIROPTERA","Carollia","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Carollia_subrufa",2,0,"sampled","PC16_PhyllostomidRelated"
"Casinycteris argynnis","Mammals","mammaltree","Casinycteris_argynnis","Casinycteris_argynnis_PTEROPODIDAE_CHIROPTERA","Casinycteris","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Casinycteris_argynnis",5,0,"sampled","PC19_Yinpterochiroptera"
"Casinycteris campomaanensis","Mammals","mammaltree","Casinycteris_campomaanensis","Casinycteris_campomaanensis_PTEROPODIDAE_CHIROPTERA","Casinycteris","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria",NA,1,0,"sampled","PC19_Yinpterochiroptera"
"Casinycteris ophiodon","Mammals","mammaltree","Casinycteris_ophiodon","Casinycteris_ophiodon_PTEROPODIDAE_CHIROPTERA","Casinycteris","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Scotonycteris_ophiodon",1,0,"sampled","PC19_Yinpterochiroptera"
"Centronycteris centralis","Mammals","mammaltree","Centronycteris_centralis","Centronycteris_centralis_EMBALLONURIDAE_CHIROPTERA","Centronycteris","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Centronycteris_centralis",1,0,"sampled","PC18_EmballonuridRelated"
"Centronycteris maximiliani","Mammals","mammaltree","Centronycteris_maximiliani","Centronycteris_maximiliani_EMBALLONURIDAE_CHIROPTERA","Centronycteris","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Centronycteris_maximiliani",1,0,"sampled","PC18_EmballonuridRelated"
"Centurio senex","Mammals","mammaltree","Centurio_senex","Centurio_senex_PHYLLOSTOMIDAE_CHIROPTERA","Centurio","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Centurio_senex",11,0,"sampled","PC16_PhyllostomidRelated"
"Chaerephon aloysiisabaudiae","Mammals","mammaltree","Chaerephon_aloysiisabaudiae","Chaerephon_aloysiisabaudiae_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_aloysiisabaudiae",0,0,"imputed","PC17_VespertilionidRelated"
"Chaerephon ansorgei","Mammals","mammaltree","Chaerephon_ansorgei","Chaerephon_ansorgei_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_ansorgei",1,0,"sampled","PC17_VespertilionidRelated"
"Chaerephon atsinanana","Mammals","mammaltree","Chaerephon_atsinanana","Chaerephon_atsinanana_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,2,0,"sampled","PC17_VespertilionidRelated"
"Chaerephon bemmeleni","Mammals","mammaltree","Chaerephon_bemmeleni","Chaerephon_bemmeleni_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_bemmeleni",0,0,"imputed","PC17_VespertilionidRelated"
"Chaerephon bivittatus","Mammals","mammaltree","Chaerephon_bivittatus","Chaerephon_bivittatus_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_bivittatus",0,0,"imputed","PC17_VespertilionidRelated"
"Chaerephon bregullae","Mammals","mammaltree","Chaerephon_bregullae","Chaerephon_bregullae_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_bregullae",0,0,"imputed","PC17_VespertilionidRelated"
"Chaerephon chapini","Mammals","mammaltree","Chaerephon_chapini","Chaerephon_chapini_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_chapini",1,0,"sampled","PC17_VespertilionidRelated"
"Chaerephon gallagheri","Mammals","mammaltree","Chaerephon_gallagheri","Chaerephon_gallagheri_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_gallagheri",0,0,"imputed","PC17_VespertilionidRelated"
"Chaerephon jobensis","Mammals","mammaltree","Chaerephon_jobensis","Chaerephon_jobensis_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_jobensis",1,0,"sampled","PC17_VespertilionidRelated"
"Chaerephon johorensis","Mammals","mammaltree","Chaerephon_johorensis","Chaerephon_johorensis_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_johorensis",0,0,"imputed","PC17_VespertilionidRelated"
"Chaerephon major","Mammals","mammaltree","Chaerephon_major","Chaerephon_major_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_major",0,0,"imputed","PC17_VespertilionidRelated"
"Chaerephon nigeriae","Mammals","mammaltree","Chaerephon_nigeriae","Chaerephon_nigeriae_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_nigeriae",2,0,"sampled","PC17_VespertilionidRelated"
"Chaerephon plicatus","Mammals","mammaltree","Chaerephon_plicatus","Chaerephon_plicatus_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_plicatus",4,0,"sampled","PC17_VespertilionidRelated"
"Chaerephon pumilus","Mammals","mammaltree","Chaerephon_pumilus","Chaerephon_pumilus_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_pumilus",5,0,"sampled","PC17_VespertilionidRelated"
"Chaerephon russatus","Mammals","mammaltree","Chaerephon_russatus","Chaerephon_russatus_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_russatus",0,0,"imputed","PC17_VespertilionidRelated"
"Chaerephon solomonis","Mammals","mammaltree","Chaerephon_solomonis","Chaerephon_solomonis_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_solomonis",0,0,"imputed","PC17_VespertilionidRelated"
"Chaerephon tomensis","Mammals","mammaltree","Chaerephon_tomensis","Chaerephon_tomensis_MOLOSSIDAE_CHIROPTERA","Chaerephon","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chaerephon_tomensis",0,0,"imputed","PC17_VespertilionidRelated"
"Chalinolobus dwyeri","Mammals","mammaltree","Chalinolobus_dwyeri","Chalinolobus_dwyeri_VESPERTILIONIDAE_CHIROPTERA","Chalinolobus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chalinolobus_dwyeri",0,0,"imputed","PC17_VespertilionidRelated"
"Chalinolobus gouldii","Mammals","mammaltree","Chalinolobus_gouldii","Chalinolobus_gouldii_VESPERTILIONIDAE_CHIROPTERA","Chalinolobus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chalinolobus_gouldii",2,0,"sampled","PC17_VespertilionidRelated"
"Chalinolobus morio","Mammals","mammaltree","Chalinolobus_morio","Chalinolobus_morio_VESPERTILIONIDAE_CHIROPTERA","Chalinolobus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chalinolobus_morio",3,0,"sampled","PC17_VespertilionidRelated"
"Chalinolobus neocaledonicus","Mammals","mammaltree","Chalinolobus_neocaledonicus","Chalinolobus_neocaledonicus_VESPERTILIONIDAE_CHIROPTERA","Chalinolobus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chalinolobus_neocaledonicus",0,0,"imputed","PC17_VespertilionidRelated"
"Chalinolobus nigrogriseus","Mammals","mammaltree","Chalinolobus_nigrogriseus","Chalinolobus_nigrogriseus_VESPERTILIONIDAE_CHIROPTERA","Chalinolobus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chalinolobus_nigrogriseus",1,0,"sampled","PC17_VespertilionidRelated"
"Chalinolobus picatus","Mammals","mammaltree","Chalinolobus_picatus","Chalinolobus_picatus_VESPERTILIONIDAE_CHIROPTERA","Chalinolobus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chalinolobus_picatus",0,0,"imputed","PC17_VespertilionidRelated"
"Chalinolobus tuberculatus","Mammals","mammaltree","Chalinolobus_tuberculatus","Chalinolobus_tuberculatus_VESPERTILIONIDAE_CHIROPTERA","Chalinolobus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chalinolobus_tuberculatus",4,0,"sampled","PC17_VespertilionidRelated"
"Cheiromeles parvidens","Mammals","mammaltree","Cheiromeles_parvidens","Cheiromeles_parvidens_MOLOSSIDAE_CHIROPTERA","Cheiromeles","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Cheiromeles_parvidens",1,0,"sampled","PC17_VespertilionidRelated"
"Cheiromeles torquatus","Mammals","mammaltree","Cheiromeles_torquatus","Cheiromeles_torquatus_MOLOSSIDAE_CHIROPTERA","Cheiromeles","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Cheiromeles_torquatus",0,0,"imputed","PC17_VespertilionidRelated"
"Chilonatalus micropus","Mammals","mammaltree","Chilonatalus_micropus","Chilonatalus_micropus_NATALIDAE_CHIROPTERA","Chilonatalus","NATALIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chilonatalus_micropus",3,0,"sampled","PC17_VespertilionidRelated"
"Chilonatalus tumidifrons","Mammals","mammaltree","Chilonatalus_tumidifrons","Chilonatalus_tumidifrons_NATALIDAE_CHIROPTERA","Chilonatalus","NATALIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chilonatalus_tumidifrons",2,0,"sampled","PC17_VespertilionidRelated"
"Chiroderma doriae","Mammals","mammaltree","Chiroderma_doriae","Chiroderma_doriae_PHYLLOSTOMIDAE_CHIROPTERA","Chiroderma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chiroderma_doriae",2,0,"sampled","PC16_PhyllostomidRelated"
"Chiroderma improvisum","Mammals","mammaltree","Chiroderma_improvisum","Chiroderma_improvisum_PHYLLOSTOMIDAE_CHIROPTERA","Chiroderma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chiroderma_improvisum",1,0,"sampled","PC16_PhyllostomidRelated"
"Chiroderma salvini","Mammals","mammaltree","Chiroderma_salvini","Chiroderma_salvini_PHYLLOSTOMIDAE_CHIROPTERA","Chiroderma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chiroderma_salvini",2,0,"sampled","PC16_PhyllostomidRelated"
"Chiroderma trinitatum","Mammals","mammaltree","Chiroderma_trinitatum","Chiroderma_trinitatum_PHYLLOSTOMIDAE_CHIROPTERA","Chiroderma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chiroderma_trinitatum",4,0,"sampled","PC16_PhyllostomidRelated"
"Chiroderma villosum","Mammals","mammaltree","Chiroderma_villosum","Chiroderma_villosum_PHYLLOSTOMIDAE_CHIROPTERA","Chiroderma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chiroderma_villosum",4,0,"sampled","PC16_PhyllostomidRelated"
"Chiroderma vizottoi","Mammals","mammaltree","Chiroderma_vizottoi","Chiroderma_vizottoi_PHYLLOSTOMIDAE_CHIROPTERA","Chiroderma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC16_PhyllostomidRelated"
"Chironax melanocephalus","Mammals","mammaltree","Chironax_melanocephalus","Chironax_melanocephalus_PTEROPODIDAE_CHIROPTERA","Chironax","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Chironax_melanocephalus",5,0,"sampled","PC19_Yinpterochiroptera"
"Choeroniscus godmani","Mammals","mammaltree","Choeroniscus_godmani","Choeroniscus_godmani_PHYLLOSTOMIDAE_CHIROPTERA","Choeroniscus","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Choeroniscus_godmani",4,0,"sampled","PC16_PhyllostomidRelated"
"Choeroniscus minor","Mammals","mammaltree","Choeroniscus_minor","Choeroniscus_minor_PHYLLOSTOMIDAE_CHIROPTERA","Choeroniscus","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Choeroniscus_minor",6,0,"sampled","PC16_PhyllostomidRelated"
"Choeroniscus periosus","Mammals","mammaltree","Choeroniscus_periosus","Choeroniscus_periosus_PHYLLOSTOMIDAE_CHIROPTERA","Choeroniscus","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Choeroniscus_periosus",0,0,"imputed","PC16_PhyllostomidRelated"
"Choeronycteris mexicana","Mammals","mammaltree","Choeronycteris_mexicana","Choeronycteris_mexicana_PHYLLOSTOMIDAE_CHIROPTERA","Choeronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Choeronycteris_mexicana",2,0,"sampled","PC16_PhyllostomidRelated"
"Chrotopterus auritus","Mammals","mammaltree","Chrotopterus_auritus","Chrotopterus_auritus_PHYLLOSTOMIDAE_CHIROPTERA","Chrotopterus","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Chrotopterus_auritus",10,0,"sampled","PC16_PhyllostomidRelated"
"Cistugo lesueuri","Mammals","mammaltree","Cistugo_lesueuri","Cistugo_lesueuri_VESPERTILIONIDAE_CHIROPTERA","Cistugo","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Cistugo_lesueuri",1,0,"sampled","PC17_VespertilionidRelated"
"Cistugo seabrae","Mammals","mammaltree","Cistugo_seabrae","Cistugo_seabrae_VESPERTILIONIDAE_CHIROPTERA","Cistugo","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Cistugo_seabrae",2,0,"sampled","PC17_VespertilionidRelated"
"Cloeotis percivali","Mammals","mammaltree","Cloeotis_percivali","Cloeotis_percivali_HIPPOSIDERIDAE_CHIROPTERA","Cloeotis","HIPPOSIDERIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Cloeotis_percivali",9,0,"sampled","PC19_Yinpterochiroptera"
"Coelops frithii","Mammals","mammaltree","Coelops_frithii","Coelops_frithii_HIPPOSIDERIDAE_CHIROPTERA","Coelops","HIPPOSIDERIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Coelops_frithii",12,0,"sampled","PC19_Yinpterochiroptera"
"Coelops hirsutus","Mammals","mammaltree","Coelops_hirsutus","Coelops_hirsutus_HIPPOSIDERIDAE_CHIROPTERA","Coelops","HIPPOSIDERIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria",NA,0,0,"imputed","PC19_Yinpterochiroptera"
"Coelops robinsoni","Mammals","mammaltree","Coelops_robinsoni","Coelops_robinsoni_HIPPOSIDERIDAE_CHIROPTERA","Coelops","HIPPOSIDERIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Coelops_robinsoni",1,0,"sampled","PC19_Yinpterochiroptera"
"Coleura afra","Mammals","mammaltree","Coleura_afra","Coleura_afra_EMBALLONURIDAE_CHIROPTERA","Coleura","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Coleura_afra",2,0,"sampled","PC18_EmballonuridRelated"
"Coleura kibomalandy","Mammals","mammaltree","Coleura_kibomalandy","Coleura_kibomalandy_EMBALLONURIDAE_CHIROPTERA","Coleura","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC18_EmballonuridRelated"
"Coleura seychellensis","Mammals","mammaltree","Coleura_seychellensis","Coleura_seychellensis_EMBALLONURIDAE_CHIROPTERA","Coleura","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Coleura_seychellensis",1,0,"sampled","PC18_EmballonuridRelated"
"Cormura brevirostris","Mammals","mammaltree","Cormura_brevirostris","Cormura_brevirostris_EMBALLONURIDAE_CHIROPTERA","Cormura","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Cormura_brevirostris",1,0,"sampled","PC18_EmballonuridRelated"
"Corynorhinus mexicanus","Mammals","mammaltree","Corynorhinus_mexicanus","Corynorhinus_mexicanus_VESPERTILIONIDAE_CHIROPTERA","Corynorhinus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Corynorhinus_mexicanus",3,0,"sampled","PC17_VespertilionidRelated"
"Corynorhinus rafinesquii","Mammals","mammaltree","Corynorhinus_rafinesquii","Corynorhinus_rafinesquii_VESPERTILIONIDAE_CHIROPTERA","Corynorhinus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Corynorhinus_rafinesquii",5,0,"sampled","PC17_VespertilionidRelated"
"Corynorhinus townsendii","Mammals","mammaltree","Corynorhinus_townsendii","Corynorhinus_townsendii_VESPERTILIONIDAE_CHIROPTERA","Corynorhinus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Corynorhinus_townsendii",3,0,"sampled","PC17_VespertilionidRelated"
"Craseonycteris thonglongyai","Mammals","mammaltree","Craseonycteris_thonglongyai","Craseonycteris_thonglongyai_CRASEONYCTERIDAE_CHIROPTERA","Craseonycteris","CRASEONYCTERIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Craseonycteris_thonglongyai",20,0,"sampled","PC19_Yinpterochiroptera"
"Cynomops abrasus","Mammals","mammaltree","Cynomops_abrasus","Cynomops_abrasus_MOLOSSIDAE_CHIROPTERA","Cynomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Cynomops_abrasus",4,0,"sampled","PC17_VespertilionidRelated"
"Cynomops greenhalli","Mammals","mammaltree","Cynomops_greenhalli","Cynomops_greenhalli_MOLOSSIDAE_CHIROPTERA","Cynomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Cynomops_greenhalli",0,0,"imputed","PC17_VespertilionidRelated"
"Cynomops mexicanus","Mammals","mammaltree","Cynomops_mexicanus","Cynomops_mexicanus_MOLOSSIDAE_CHIROPTERA","Cynomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Cynomops_mexicanus",0,0,"imputed","PC17_VespertilionidRelated"
"Cynomops paranus","Mammals","mammaltree","Cynomops_paranus","Cynomops_paranus_MOLOSSIDAE_CHIROPTERA","Cynomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Cynomops_paranus",2,0,"sampled","PC17_VespertilionidRelated"
"Cynomops planirostris","Mammals","mammaltree","Cynomops_planirostris","Cynomops_planirostris_MOLOSSIDAE_CHIROPTERA","Cynomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Cynomops_planirostris",1,0,"sampled","PC17_VespertilionidRelated"
"Cynopterus brachyotis","Mammals","mammaltree","Cynopterus_brachyotis","Cynopterus_brachyotis_PTEROPODIDAE_CHIROPTERA","Cynopterus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Cynopterus_brachyotis",19,0,"sampled","PC19_Yinpterochiroptera"
"Cynopterus horsfieldii","Mammals","mammaltree","Cynopterus_horsfieldii","Cynopterus_horsfieldii_PTEROPODIDAE_CHIROPTERA","Cynopterus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Cynopterus_horsfieldii",2,0,"sampled","PC19_Yinpterochiroptera"
"Cynopterus luzoniensis","Mammals","mammaltree","Cynopterus_luzoniensis","Cynopterus_luzoniensis_PTEROPODIDAE_CHIROPTERA","Cynopterus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Cynopterus_luzoniensis",0,0,"imputed","PC19_Yinpterochiroptera"
"Cynopterus minutus","Mammals","mammaltree","Cynopterus_minutus","Cynopterus_minutus_PTEROPODIDAE_CHIROPTERA","Cynopterus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Cynopterus_minutus",0,0,"imputed","PC19_Yinpterochiroptera"
"Cynopterus nusatenggara","Mammals","mammaltree","Cynopterus_nusatenggara","Cynopterus_nusatenggara_PTEROPODIDAE_CHIROPTERA","Cynopterus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Cynopterus_nusatenggara",0,0,"imputed","PC19_Yinpterochiroptera"
"Cynopterus sphinx","Mammals","mammaltree","Cynopterus_sphinx","Cynopterus_sphinx_PTEROPODIDAE_CHIROPTERA","Cynopterus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Cynopterus_sphinx",9,0,"sampled","PC19_Yinpterochiroptera"
"Cynopterus titthaecheilus","Mammals","mammaltree","Cynopterus_titthaecheilus","Cynopterus_titthaecheilus_PTEROPODIDAE_CHIROPTERA","Cynopterus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Cynopterus_titthaecheilus",1,0,"sampled","PC19_Yinpterochiroptera"
"Cyttarops alecto","Mammals","mammaltree","Cyttarops_alecto","Cyttarops_alecto_EMBALLONURIDAE_CHIROPTERA","Cyttarops","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Cyttarops_alecto",2,0,"sampled","PC18_EmballonuridRelated"
