"scientificname","group","basetree","Species_Name","tiplabel","gen","fam","ord","clade","higher","MSW3_sciName_matched","genes","extinct.","samp","PC"
"Rhinolophus thomasi","Mammals","mammaltree","Rhinolophus_thomasi","Rhinolophus_thomasi_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus","RHINOLOPHIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rhinolophus_thomasi",2,0,"sampled","PC19_Yinpterochiroptera"
"Rhinolophus trifoliatus","Mammals","mammaltree","Rhinolophus_trifoliatus","Rhinolophus_trifoliatus_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus","RHINOLOPHIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rhinolophus_trifoliatus",10,0,"sampled","PC19_Yinpterochiroptera"
"Rhinolophus virgo","Mammals","mammaltree","Rhinolophus_virgo","Rhinolophus_virgo_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus","RHINOLOPHIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rhinolophus_virgo",2,0,"sampled","PC19_Yinpterochiroptera"
"Rhinolophus willardi","Mammals","mammaltree","Rhinolophus_willardi","Rhinolophus_willardi_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus","RHINOLOPHIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria",NA,0,0,"imputed","PC19_Yinpterochiroptera"
"Rhinolophus xinanzhongguoensis","Mammals","mammaltree","Rhinolophus_xinanzhongguoensis","Rhinolophus_xinanzhongguoensis_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus","RHINOLOPHIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria",NA,2,0,"sampled","PC19_Yinpterochiroptera"
"Rhinolophus yunanensis","Mammals","mammaltree","Rhinolophus_yunanensis","Rhinolophus_yunanensis_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus","RHINOLOPHIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rhinolophus_yunanensis",1,0,"sampled","PC19_Yinpterochiroptera"
"Rhinolophus ziama","Mammals","mammaltree","Rhinolophus_ziama","Rhinolophus_ziama_RHINOLOPHIDAE_CHIROPTERA","Rhinolophus","RHINOLOPHIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rhinolophus_ziama",0,0,"imputed","PC19_Yinpterochiroptera"
"Rhinonicteris aurantia","Mammals","mammaltree","Rhinonicteris_aurantia","Rhinonicteris_aurantia_HIPPOSIDERIDAE_CHIROPTERA","Rhinonicteris","HIPPOSIDERIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rhinonicteris_aurantia",10,0,"sampled","PC19_Yinpterochiroptera"
"Rhinophylla alethina","Mammals","mammaltree","Rhinophylla_alethina","Rhinophylla_alethina_PHYLLOSTOMIDAE_CHIROPTERA","Rhinophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhinophylla_alethina",2,0,"sampled","PC16_PhyllostomidRelated"
"Rhinophylla fischerae","Mammals","mammaltree","Rhinophylla_fischerae","Rhinophylla_fischerae_PHYLLOSTOMIDAE_CHIROPTERA","Rhinophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhinophylla_fischerae",5,0,"sampled","PC16_PhyllostomidRelated"
"Rhinophylla pumilio","Mammals","mammaltree","Rhinophylla_pumilio","Rhinophylla_pumilio_PHYLLOSTOMIDAE_CHIROPTERA","Rhinophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhinophylla_pumilio",8,0,"sampled","PC16_PhyllostomidRelated"
"Rhinopoma hadramauticum","Mammals","mammaltree","Rhinopoma_hadramauticum","Rhinopoma_hadramauticum_RHINOPOMATIDAE_CHIROPTERA","Rhinopoma","RHINOPOMATIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria",NA,1,0,"sampled","PC19_Yinpterochiroptera"
"Rhinopoma hardwickii","Mammals","mammaltree","Rhinopoma_hardwickii","Rhinopoma_hardwickii_RHINOPOMATIDAE_CHIROPTERA","Rhinopoma","RHINOPOMATIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rhinopoma_hardwickii",24,0,"sampled","PC19_Yinpterochiroptera"
"Rhinopoma macinnesi","Mammals","mammaltree","Rhinopoma_macinnesi","Rhinopoma_macinnesi_RHINOPOMATIDAE_CHIROPTERA","Rhinopoma","RHINOPOMATIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rhinopoma_macinnesi",0,0,"imputed","PC19_Yinpterochiroptera"
"Rhinopoma microphyllum","Mammals","mammaltree","Rhinopoma_microphyllum","Rhinopoma_microphyllum_RHINOPOMATIDAE_CHIROPTERA","Rhinopoma","RHINOPOMATIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rhinopoma_microphyllum",6,0,"sampled","PC19_Yinpterochiroptera"
"Rhinopoma muscatellum","Mammals","mammaltree","Rhinopoma_muscatellum","Rhinopoma_muscatellum_RHINOPOMATIDAE_CHIROPTERA","Rhinopoma","RHINOPOMATIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rhinopoma_muscatellum",1,0,"sampled","PC19_Yinpterochiroptera"
"Rhogeessa aeneus","Mammals","mammaltree","Rhogeessa_aeneus","Rhogeessa_aeneus_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_aeneus",5,0,"sampled","PC17_VespertilionidRelated"
"Rhogeessa alleni","Mammals","mammaltree","Rhogeessa_alleni","Rhogeessa_alleni_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_alleni",2,0,"sampled","PC17_VespertilionidRelated"
"Rhogeessa bickhami","Mammals","mammaltree","Rhogeessa_bickhami","Rhogeessa_bickhami_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Rhogeessa genowaysi","Mammals","mammaltree","Rhogeessa_genowaysi","Rhogeessa_genowaysi_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_genowaysi",1,0,"sampled","PC17_VespertilionidRelated"
"Rhogeessa gracilis","Mammals","mammaltree","Rhogeessa_gracilis","Rhogeessa_gracilis_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_gracilis",2,0,"sampled","PC17_VespertilionidRelated"
"Rhogeessa hussoni","Mammals","mammaltree","Rhogeessa_hussoni","Rhogeessa_hussoni_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_hussoni",0,0,"imputed","PC17_VespertilionidRelated"
"Rhogeessa io","Mammals","mammaltree","Rhogeessa_io","Rhogeessa_io_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_io",2,0,"sampled","PC17_VespertilionidRelated"
"Rhogeessa menchuae","Mammals","mammaltree","Rhogeessa_menchuae","Rhogeessa_menchuae_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Rhogeessa minutilla","Mammals","mammaltree","Rhogeessa_minutilla","Rhogeessa_minutilla_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_minutilla",0,0,"imputed","PC17_VespertilionidRelated"
"Rhogeessa mira","Mammals","mammaltree","Rhogeessa_mira","Rhogeessa_mira_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_mira",3,0,"sampled","PC17_VespertilionidRelated"
"Rhogeessa parvula","Mammals","mammaltree","Rhogeessa_parvula","Rhogeessa_parvula_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_parvula",3,0,"sampled","PC17_VespertilionidRelated"
"Rhogeessa tumida","Mammals","mammaltree","Rhogeessa_tumida","Rhogeessa_tumida_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_tumida",20,0,"sampled","PC17_VespertilionidRelated"
"Rhynchonycteris naso","Mammals","mammaltree","Rhynchonycteris_naso","Rhynchonycteris_naso_EMBALLONURIDAE_CHIROPTERA","Rhynchonycteris","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhynchonycteris_naso",16,0,"sampled","PC18_EmballonuridRelated"
"Rousettus aegyptiacus","Mammals","mammaltree","Rousettus_aegyptiacus","Rousettus_aegyptiacus_PTEROPODIDAE_CHIROPTERA","Rousettus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rousettus_aegyptiacus",7,0,"sampled","PC19_Yinpterochiroptera"
"Rousettus amplexicaudatus","Mammals","mammaltree","Rousettus_amplexicaudatus","Rousettus_amplexicaudatus_PTEROPODIDAE_CHIROPTERA","Rousettus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rousettus_amplexicaudatus",8,0,"sampled","PC19_Yinpterochiroptera"
"Rousettus bidens","Mammals","mammaltree","Rousettus_bidens","Rousettus_bidens_PTEROPODIDAE_CHIROPTERA","Rousettus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rousettus_bidens",5,0,"sampled","PC19_Yinpterochiroptera"
"Rousettus celebensis","Mammals","mammaltree","Rousettus_celebensis","Rousettus_celebensis_PTEROPODIDAE_CHIROPTERA","Rousettus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rousettus_celebensis",0,0,"imputed","PC19_Yinpterochiroptera"
"Rousettus lanosus","Mammals","mammaltree","Rousettus_lanosus","Rousettus_lanosus_PTEROPODIDAE_CHIROPTERA","Rousettus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rousettus_lanosus",18,0,"sampled","PC19_Yinpterochiroptera"
"Rousettus leschenaultii","Mammals","mammaltree","Rousettus_leschenaultii","Rousettus_leschenaultii_PTEROPODIDAE_CHIROPTERA","Rousettus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rousettus_leschenaultii",9,0,"sampled","PC19_Yinpterochiroptera"
"Rousettus linduensis","Mammals","mammaltree","Rousettus_linduensis","Rousettus_linduensis_PTEROPODIDAE_CHIROPTERA","Rousettus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rousettus_linduensis",0,0,"imputed","PC19_Yinpterochiroptera"
"Rousettus madagascariensis","Mammals","mammaltree","Rousettus_madagascariensis","Rousettus_madagascariensis_PTEROPODIDAE_CHIROPTERA","Rousettus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rousettus_madagascariensis",5,0,"sampled","PC19_Yinpterochiroptera"
"Rousettus obliviosus","Mammals","mammaltree","Rousettus_obliviosus","Rousettus_obliviosus_PTEROPODIDAE_CHIROPTERA","Rousettus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rousettus_obliviosus",1,0,"sampled","PC19_Yinpterochiroptera"
"Rousettus spinalatus","Mammals","mammaltree","Rousettus_spinalatus","Rousettus_spinalatus_PTEROPODIDAE_CHIROPTERA","Rousettus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Rousettus_spinalatus",1,0,"sampled","PC19_Yinpterochiroptera"
"Saccolaimus flaviventris","Mammals","mammaltree","Saccolaimus_flaviventris","Saccolaimus_flaviventris_EMBALLONURIDAE_CHIROPTERA","Saccolaimus","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Saccolaimus_flaviventris",0,0,"imputed","PC18_EmballonuridRelated"
"Saccolaimus mixtus","Mammals","mammaltree","Saccolaimus_mixtus","Saccolaimus_mixtus_EMBALLONURIDAE_CHIROPTERA","Saccolaimus","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Saccolaimus_mixtus",0,0,"imputed","PC18_EmballonuridRelated"
"Saccolaimus peli","Mammals","mammaltree","Saccolaimus_peli","Saccolaimus_peli_EMBALLONURIDAE_CHIROPTERA","Saccolaimus","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Saccolaimus_peli",0,0,"imputed","PC18_EmballonuridRelated"
"Saccolaimus saccolaimus","Mammals","mammaltree","Saccolaimus_saccolaimus","Saccolaimus_saccolaimus_EMBALLONURIDAE_CHIROPTERA","Saccolaimus","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Saccolaimus_saccolaimus",1,0,"sampled","PC18_EmballonuridRelated"
"Saccopteryx antioquensis","Mammals","mammaltree","Saccopteryx_antioquensis","Saccopteryx_antioquensis_EMBALLONURIDAE_CHIROPTERA","Saccopteryx","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Saccopteryx_antioquensis",0,0,"imputed","PC18_EmballonuridRelated"
"Saccopteryx bilineata","Mammals","mammaltree","Saccopteryx_bilineata","Saccopteryx_bilineata_EMBALLONURIDAE_CHIROPTERA","Saccopteryx","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Saccopteryx_bilineata",22,0,"sampled","PC18_EmballonuridRelated"
"Saccopteryx canescens","Mammals","mammaltree","Saccopteryx_canescens","Saccopteryx_canescens_EMBALLONURIDAE_CHIROPTERA","Saccopteryx","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Saccopteryx_canescens",2,0,"sampled","PC18_EmballonuridRelated"
"Saccopteryx gymnura","Mammals","mammaltree","Saccopteryx_gymnura","Saccopteryx_gymnura_EMBALLONURIDAE_CHIROPTERA","Saccopteryx","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Saccopteryx_gymnura",2,0,"sampled","PC18_EmballonuridRelated"
"Saccopteryx leptura","Mammals","mammaltree","Saccopteryx_leptura","Saccopteryx_leptura_EMBALLONURIDAE_CHIROPTERA","Saccopteryx","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Saccopteryx_leptura",4,0,"sampled","PC18_EmballonuridRelated"
"Sauromys petrophilus","Mammals","mammaltree","Sauromys_petrophilus","Sauromys_petrophilus_MOLOSSIDAE_CHIROPTERA","Sauromys","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sauromys_petrophilus",2,0,"sampled","PC17_VespertilionidRelated"
"Scleronycteris ega","Mammals","mammaltree","Scleronycteris_ega","Scleronycteris_ega_PHYLLOSTOMIDAE_CHIROPTERA","Scleronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scleronycteris_ega",0,0,"imputed","PC16_PhyllostomidRelated"
"Scoteanax rueppellii","Mammals","mammaltree","Scoteanax_rueppellii","Scoteanax_rueppellii_VESPERTILIONIDAE_CHIROPTERA","Scoteanax","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scoteanax_rueppellii",0,0,"imputed","PC17_VespertilionidRelated"
"Scotoecus albofuscus","Mammals","mammaltree","Scotoecus_albofuscus","Scotoecus_albofuscus_VESPERTILIONIDAE_CHIROPTERA","Scotoecus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotoecus_albofuscus",0,0,"imputed","PC17_VespertilionidRelated"
"Scotoecus hirundo","Mammals","mammaltree","Scotoecus_hirundo","Scotoecus_hirundo_VESPERTILIONIDAE_CHIROPTERA","Scotoecus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotoecus_hirundo",4,0,"sampled","PC17_VespertilionidRelated"
"Scotoecus pallidus","Mammals","mammaltree","Scotoecus_pallidus","Scotoecus_pallidus_VESPERTILIONIDAE_CHIROPTERA","Scotoecus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotoecus_pallidus",0,0,"imputed","PC17_VespertilionidRelated"
"Scotomanes ornatus","Mammals","mammaltree","Scotomanes_ornatus","Scotomanes_ornatus_VESPERTILIONIDAE_CHIROPTERA","Scotomanes","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotomanes_ornatus",4,0,"sampled","PC17_VespertilionidRelated"
"Scotonycteris bergmansi","Mammals","mammaltree","Scotonycteris_bergmansi","Scotonycteris_bergmansi_PTEROPODIDAE_CHIROPTERA","Scotonycteris","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria",NA,1,0,"sampled","PC19_Yinpterochiroptera"
"Scotonycteris occidentalis","Mammals","mammaltree","Scotonycteris_occidentalis","Scotonycteris_occidentalis_PTEROPODIDAE_CHIROPTERA","Scotonycteris","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria",NA,1,0,"sampled","PC19_Yinpterochiroptera"
"Scotonycteris zenkeri","Mammals","mammaltree","Scotonycteris_zenkeri","Scotonycteris_zenkeri_PTEROPODIDAE_CHIROPTERA","Scotonycteris","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Scotonycteris_zenkeri",6,0,"sampled","PC19_Yinpterochiroptera"
"Scotophilus andrewreborii","Mammals","mammaltree","Scotophilus_andrewreborii","Scotophilus_andrewreborii_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Scotophilus borbonicus","Mammals","mammaltree","Scotophilus_borbonicus","Scotophilus_borbonicus_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotophilus_borbonicus",3,0,"sampled","PC17_VespertilionidRelated"
"Scotophilus celebensis","Mammals","mammaltree","Scotophilus_celebensis","Scotophilus_celebensis_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotophilus_celebensis",0,0,"imputed","PC17_VespertilionidRelated"
"Scotophilus collinus","Mammals","mammaltree","Scotophilus_collinus","Scotophilus_collinus_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotophilus_collinus",0,0,"imputed","PC17_VespertilionidRelated"
"Scotophilus dinganii","Mammals","mammaltree","Scotophilus_dinganii","Scotophilus_dinganii_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotophilus_dinganii",4,0,"sampled","PC17_VespertilionidRelated"
"Scotophilus ejetai","Mammals","mammaltree","Scotophilus_ejetai","Scotophilus_ejetai_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Scotophilus heathii","Mammals","mammaltree","Scotophilus_heathii","Scotophilus_heathii_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotophilus_heathii",6,0,"sampled","PC17_VespertilionidRelated"
"Scotophilus kuhlii","Mammals","mammaltree","Scotophilus_kuhlii","Scotophilus_kuhlii_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotophilus_kuhlii",6,0,"sampled","PC17_VespertilionidRelated"
"Scotophilus leucogaster","Mammals","mammaltree","Scotophilus_leucogaster","Scotophilus_leucogaster_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotophilus_leucogaster",3,0,"sampled","PC17_VespertilionidRelated"
"Scotophilus livingstonii","Mammals","mammaltree","Scotophilus_livingstonii","Scotophilus_livingstonii_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Scotophilus marovaza","Mammals","mammaltree","Scotophilus_marovaza","Scotophilus_marovaza_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Scotophilus nigrita","Mammals","mammaltree","Scotophilus_nigrita","Scotophilus_nigrita_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotophilus_nigrita",1,0,"sampled","PC17_VespertilionidRelated"
"Scotophilus nucella","Mammals","mammaltree","Scotophilus_nucella","Scotophilus_nucella_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotophilus_nucella",0,0,"imputed","PC17_VespertilionidRelated"
"Scotophilus nux","Mammals","mammaltree","Scotophilus_nux","Scotophilus_nux_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotophilus_nux",3,0,"sampled","PC17_VespertilionidRelated"
"Scotophilus robustus","Mammals","mammaltree","Scotophilus_robustus","Scotophilus_robustus_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotophilus_robustus",1,0,"sampled","PC17_VespertilionidRelated"
"Scotophilus tandrefana","Mammals","mammaltree","Scotophilus_tandrefana","Scotophilus_tandrefana_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Scotophilus trujilloi","Mammals","mammaltree","Scotophilus_trujilloi","Scotophilus_trujilloi_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Scotophilus viridis","Mammals","mammaltree","Scotophilus_viridis","Scotophilus_viridis_VESPERTILIONIDAE_CHIROPTERA","Scotophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotophilus_viridis",3,0,"sampled","PC17_VespertilionidRelated"
"Scotorepens balstoni","Mammals","mammaltree","Scotorepens_balstoni","Scotorepens_balstoni_VESPERTILIONIDAE_CHIROPTERA","Scotorepens","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotorepens_balstoni",0,0,"imputed","PC17_VespertilionidRelated"
"Scotorepens greyii","Mammals","mammaltree","Scotorepens_greyii","Scotorepens_greyii_VESPERTILIONIDAE_CHIROPTERA","Scotorepens","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotorepens_greyii",0,0,"imputed","PC17_VespertilionidRelated"
"Scotorepens orion","Mammals","mammaltree","Scotorepens_orion","Scotorepens_orion_VESPERTILIONIDAE_CHIROPTERA","Scotorepens","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotorepens_orion",0,0,"imputed","PC17_VespertilionidRelated"
"Scotorepens sanborni","Mammals","mammaltree","Scotorepens_sanborni","Scotorepens_sanborni_VESPERTILIONIDAE_CHIROPTERA","Scotorepens","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotorepens_sanborni",0,0,"imputed","PC17_VespertilionidRelated"
"Scotozous dormeri","Mammals","mammaltree","Scotozous_dormeri","Scotozous_dormeri_VESPERTILIONIDAE_CHIROPTERA","Scotozous","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Scotozous_dormeri",0,0,"imputed","PC17_VespertilionidRelated"
"Sphaerias blanfordi","Mammals","mammaltree","Sphaerias_blanfordi","Sphaerias_blanfordi_PTEROPODIDAE_CHIROPTERA","Sphaerias","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Sphaerias_blanfordi",5,0,"sampled","PC19_Yinpterochiroptera"
"Sphaeronycteris toxophyllum","Mammals","mammaltree","Sphaeronycteris_toxophyllum","Sphaeronycteris_toxophyllum_PHYLLOSTOMIDAE_CHIROPTERA","Sphaeronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sphaeronycteris_toxophyllum",5,0,"sampled","PC16_PhyllostomidRelated"
"Stenoderma rufum","Mammals","mammaltree","Stenoderma_rufum","Stenoderma_rufum_PHYLLOSTOMIDAE_CHIROPTERA","Stenoderma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Stenoderma_rufum",2,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira angeli","Mammals","mammaltree","Sturnira_angeli","Sturnira_angeli_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira aratathomasi","Mammals","mammaltree","Sturnira_aratathomasi","Sturnira_aratathomasi_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sturnira_aratathomasi",1,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira bakeri","Mammals","mammaltree","Sturnira_bakeri","Sturnira_bakeri_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,4,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira bidens","Mammals","mammaltree","Sturnira_bidens","Sturnira_bidens_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sturnira_bidens",4,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira bogotensis","Mammals","mammaltree","Sturnira_bogotensis","Sturnira_bogotensis_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sturnira_bogotensis",6,0,"sampled","PC16_PhyllostomidRelated"
"Sturnira burtonlimi","Mammals","mammaltree","Sturnira_burtonlimi","Sturnira_burtonlimi_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,4,0,"sampled","PC16_PhyllostomidRelated"
